score,user_rating,es_scaled_score,isbn,book_title,book_author,year_of_publication,publisher,summary,category
3.780881030868645,0,7.939850164824155,0883961814,Thoughts of Love: A Blue Mountain Arts Collection (Love),Susan P. Schutz,1982,Blue Mountain Arts,"The poems and writings collected here portray and celebrate love in
all its many facets. This book is a beautiful gift to give, receive,
and share between two hearts that know all the happiness a loving
relationship can bring.",['poetry']
3.779351775359974,0,7.936638728255946,0877843147,Love Is a Feeling to Be Learned,W. Trobisch,1968,Intervarsity Pr,"Walter Trobisch explores the mystery of love. 37 pages, paper",['love']
3.7757249867817655,0,7.929022472241708,0821752855,Love's Charade,Jane Feather,1996,Kensington Pub Corp,"Set in Regency England and France, here is the seductive story of a
desperate woman driven by revenge and the compassionate nobleman who
is determined to love her.",['aristocracy (social class)']
3.7757249867817655,0,7.929022472241708,0821772023,Love's Charade,Jane Feather,2001,Zebra Books,"Set in Regency England and France, here is the seductive story of a
desperate woman driven by revenge and the compassionate nobleman who
is determined to love her.",['fiction']
3.7757249867817655,0,7.929022472241708,0380017601,Love Story,Erich Segal,2002,HarperTorch,"One of the most adored novels of our time, this is the book that
defined a generation—a story of uncompromising devotion, of life as it
really is . . . and love that changes everything.",['fiction']
3.7757249867817655,0,7.929022472241708,0892836768,Loving Jesus,Mother Teresa,1991,Servant Publications,"Mother Teresa shares the heart of Jesus in a way that will inspire
Christians to love those who are forgotten and neglected--the needy
and poor, the lonely and unappreciated.",['religion']
3.7757249867817655,0,7.929022472241708,0931674409,Older Love,Warren Hanson,1999,Waldman House Press,"A story that sings the song of everyday devotion, the music of an
imperfectly perfect union. Celebrate the joy of a love that has
blended into a custom and golden relationship.",['family & relationships']
3.773358668902768,0,7.924053204695813,0805016597,"My Love, My Love, or the Peasant Girl",Rosa Guy,1991,Henry Holt & Co,"This story tells of a poor peasant girl&#39;s impossible love for a
rich city boy, and the disharmony of their two worlds",['fiction']
3.7722643823599458,0,7.921755202955887,0967291305,Chantecler - A Story of Love,Victor Thomas Salupo,1999,New Dawn PR,"Chantecler! - A Story of Love not only dramatically illuminates the
universal mysteries of love, it will transport you to a world of
titanic struggles between loyalty and betrayal, reality and illusion,
night and day, and good and evil.",['fiction']
3.758260838294951,0,7.892347760419398,0446314080,How to Fall out of Love : How to Free Yourself of Love That Hurts--and Find the Love That Heals...,Robert Judd,1985,Warner Books,"Love is the most beautiful of feelings, except when it turns to pain.
This is a healing book, one t hat can help people overcome the pain of
loving someone who does not or cannot them back.",['family & relationships']
3.7546087608233796,0,7.884678397729098,0373870493,To Love And Honor (Love Inspired : Heartwarming Inspirational Romance),Irene Brand,1998,Steeple Hill,"To Love And Honor by Irene Brand released on Nov 24, 1998 is available
now for purchase.",['fiction']
3.7540816680317066,0,7.883571502866584,0394561619,Love in the Time of Cholera,GABRIEL GARCIA MARQUEZ,1988,Knopf,"Set on the Caribbean coast of South America, this love story brings
together Fermina Daza, her distinguished husband, and a man who has
secretly loved her for more than fifty years",['fiction']
3.7522265470685534,0,7.879675748843963,0842355200,Food and Love,Gary Smalley,2001,Tyndale House Publishers,"&quot;How foods affect your relationships, how relationships affect
your health, finding the strength to love and eat
better&quot;--Jacket.",['house & home']
3.7522265470685534,0,7.879675748843963,0393009149,Of Love and Dust,Ernest J. Gaines,1979,W.W. Norton & Company Ltd,"A Black, who seeks revenge against his oppressive white employers, is
doomed when he breaks the most honored rule of love in the South",['literary criticism']
3.7522265470685534,0,7.879675748843963,0747545634,The Map of Love,Ahdaf Soueif,2000,Trafalgar Square,"Booker Prize Finalist Here is an extraordinary cross-cultural love
story that unfurls across Egypt, England, and the United States over
the course of a century.",['fiction']
3.7522265470685534,0,7.879675748843963,1592864449,Never to Love,Mary Ann Carman,2003,Publishamerica,"With battles raging everywhere, she learns this is a difficult task,
but she must find the murderer. A witch and healer will Ciannait end
up Never To Love?",['fiction']
3.7522265470685534,0,7.879675748843963,1563053004,The Love of Lace,Cynthia Hart,1992,Workman Publishing,"Fine enough to be drawn through a wedding band or heavily worked for a
dining table, lace is a poem in thread, the fabric of romance. The
love of lace is universal.",['antiques & collectibles']
3.7522265470685534,0,7.879675748843963,0800714962,A Time to Love,Helen Steiner Rice,1986,Baker Pub Group,"Gathers poems about babies, motherhood, birthdays, God&#39;s love,
friendship, marriage, prayer, patience, meditation, discouragement,
peace, and faith",['poetry']
3.7522265470685534,0,7.879675748843963,0824811763,Confessions of Love,Uno Chiyo,1989,University of Hawaii Press,"Returning to Japan after years of living in Paris, Yuasa Joji, a
famous artist, begins receiving love letters from a mysterious young
woman",['fiction']
3.740771400914772,0,7.855619941921022,0517149249,"Three Complete Western Love Stories: First Love, Wild Love, Sweet Savage Heart, Midnight Secrets",Janelle Taylor,1996,Outlet Books Company,"Three romances set in the Old West by a best-selling novelist include
First Love, Wild Love; Sweet Savage Heart; and Midnight Secrets.",['frontier and pioneer life']
3.737045443747589,0,7.847795431869938,1577488105,Gift of Love: Gifts Are Given in Love in These Four Modern Romance Stories,Carol Cox,2001,Barbour Publishing,"Four young couples have a lot to learn about love over the short
holiday season. Join their Christmas celebrations as you unwrap a new
gift in each novella. The Gift of Love will be yours to cherish with
each story of love and romance.",['fiction']
3.736379081407465,0,7.846396070955677,0679432515,American Owned Love,Robert Boswell,1997,Alfred A. Knopf,"Love, under these circumstances--&quot;American owned love,&quot; as
it were--can get brutal. It caneven twist into something that looks a
lot like hate--and then maybe, just possibly, back into the realm of
redemption.",['fiction']
3.736379081407465,0,7.846396070955677,0060131926,Some Irish Loving,Edna O'Brien,1979,Harpercollins,"Anthologizes letters, drama, poetry, and short stories ranging from
Cuchulain to an anonymous schoolgirl to Synge, Yeats, and Joyce,
revealing Irish responses to love in all its forms and providing a
catalog of the ways of love",['fiction']
3.7297136516567,0,7.832398668479071,0061082252,Destined to Love,Suzanne Elizabeth,1994,HarperTorch,"Dr. Josie Reed is transported back in time to 1881 where she finds
herself not only nursing a wounded outlaw but also falling in love
with him.",['romance fiction']
3.7297136516567,0,7.832398668479071,0310252865,Loving God,Charles Colson,1987,Zondervan Publishing House,"Custom edition for Man in the Mirror. An examination of the Christian
life, discipleship, and what it means to truly love God, filled with
fascinating anecdotes, by the founder of Prison Fellowship.",['christian life']
3.7297136516567,0,7.832398668479071,0877954259,True Love,Herbert Gold,1982,Arbor House Pub Co,"A man&#39;s insistent search for the woman of his dreams is acted out
within contemporary reality and leads him to unexpected discoveries
about love",['fiction']
3.7297136516567,0,7.832398668479071,0938077961,Teachings on Love,Nhat Hanh,1997,Scb Distributors,"Presents love meditations, methods for making ourselves whole in
relation to our families and spiritual traditions, and techniques for
conflict resolution, using contemporary stories and insights",['religion']
3.7297136516567,0,7.832398668479071,0553380850,Lamb in Love,Carrie Brown,2000,Bantam,"Having secretly fallen in love with Vida, fiftyish stamp collector
Norris Lamb finds an unexpected ally in the clumsy yet strangely
intelligent Manford. Reprint.",['fiction']
3.729243278240143,0,7.8314108843043,0385503792,A Love No Less: More Than Two Centuries of African American Love Letters,Pamela Newkirk,2004,Doubleday Books,"Compiles a selection of the love letters and other courting
correspondence of African American couples from the mid-nineteenth
century to the present day. A LOVE NO LESS is a testament to black
love and to the bonds that endure in",['literary criticism']
3.728931502311963,0,7.8307561548551226,0307061116,Love Is (Golden Board Book),Samuel Butcher,1990,Golden Books,Children demonstrate the meaning of love.,['juvenile fiction']
3.727093722304258,0,7.826896816838943,1401046606,Abiding Love: A Loves Journey into the Millennium,Louise Haeger,2002,Xlibris Corporation,"It is the story of a German boy who meets, falls in love, and marries
an English girl. This story begins with the bombing of Pearl Harbor on
December 7th, 1941. Lisa is pregnant with Sena, her second child.",['fiction']
3.723133842873465,0,7.818581070034277,1558749128,Teen Love: A Journal on Friendship (Teen Love),Kimberly Kirberger,2001,Health Communications,"Throughout this journal, Kimberly Kirberger shares the wisdom that
kids have come to cherish and respect from all the books in the Teen
Love series.",['family & relationships']
3.7200081356537567,0,7.812017084872889,0934252440,In Praise of Japanese Love Poetry,Regina Sara Ryan,1994,Hohm Press,"This book is enigmatic...We are afforded the luxury of sinking deeply
into the emotions of love gained and love lost. -- Woodnotes Haiku
Journal.",['poetry']
3.719137836452153,0,7.810189456549521,0871592428,Think Yourself Loved,Debbie Johnson,1999,Unity Books (Unity School of Christianity),"Think Yourself Loved is a personal, engaging, and informative book
filled with true stories and exercises that will give you the
necessary tools to take the spiritual, mental, emotional, and physical
steps to bring more love into your life.",['religion']
3.71557824407631,0,7.802714312560251,0062506048,Facing Love Addiction: Giving Yourself the Power to Change the Way You Love --The Love Connection to Codependence,Pia Mellody,1992,HarperSanFrancisco,"In this revised and updated edition of Facing Love Addiction,
internationally recognised dependence and addiction authority Pia
Mellody clearly outlines the debilitating ′toxic′ patterns played out
by love addicts and the unresponsive ...",['self-help']
3.709374878534284,0,7.789687244921996,0452275946,The Book of Love: Writers and Their Love Letters,Cathy N. Davidson,1996,Penguin USA,"A Valentine&#39;s Day selection of more than one hundred love letters
features passionate prose by writers ranging from Sappho to Anne
Sexton, Marcus Aurelius to Nelson Algren. Reprint.",['fiction']
3.708715199687406,0,7.788301919343553,0966038118,Mustard: Journey to Love,Jessel Miller,1999,Jessel Gallery,"Tells how Mustard meets a nice man, falls in love, and gets married.",['angels']
3.708715199687406,0,7.788301919343553,0679403477,A Natural History of Love,Diane Ackerman,1994,Random House Inc,"Explores the diverse faces and forms of love from a scientific,
psychological, and philosophical perspective",['nature']
3.7081263297419453,0,7.787065292458085,0749933011,Love Bug,Zoe Barnes,2002,Piatkus Books,"Don&#39;t get bitten...If love is a bug then Laurel Page is immune.
Been there. Done that. Got over it. All she wants now is a quiet life.",['dating (social customs)']
3.7081263297419453,0,7.787065292458085,0451198670,The Love Letter,Cathleen Schine,1999,Signet Book,"A smart, sexy, forty-something bookstore owner in a New York seaside
town receives a love letter and begins an affair with a college
student who works for her",['fiction']
3.7081263297419453,0,7.787065292458085,0786001224,Love and Infamy,Frank Deford,1995,Pinnacle Books (Mm),"Raised as blood brothers, Cotton Drake, the son of American
missionaries, and Japanese-born Kiyoshi Serikawa find their friendship
shattered by war and the love of the beautiful Miyuki. Reprint.",['fiction']
